region,lat,lng
"Southern Oregon, Southern Oregon, Oregon, US",nan,nan
"Valpolicella Classico Superiore Ripasso, Veneto, Italy",nan,nan
"Bourgogne Hautes Côtes de Nuits, Burgundy, France",nan,nan
"Recioto della Valpolicella, Veneto, Italy",nan,nan
"Hermitage, Rhône Valley, France",nan,nan
"Crémant de Limoux, Languedoc-Roussillon, France",nan,nan
"Morgon, Beaujolais, France",46.1618852,4.7105669
"Arcadia, Greece",37.42908855,22.423541964571157
"Sangiovese di Toscana, Tuscany, Italy",nan,nan
"America, US",33.737886,-87.2525024
"Coteaux du Languedoc, Languedoc-Roussillon, France",nan,nan
"Tavel, Rhône Valley, France",nan,nan
"Loupiac, Bordeaux, France",44.8429708,-0.7995584
"$41,Buy Now",nan,nan
"Vin de Pays de la Principauté d’Orange, Rhône Valley, France",nan,nan
"Nardò, Southern Italy, Italy",nan,nan
"Entre-Deux-Mers, Bordeaux, France",44.8454885,-0.5328314
"Prosecco di Conegliano e Valdobbiadene, Veneto, Italy",nan,nan
"Chianti Colli Senesi, Tuscany, Italy",nan,nan
"Mendocino Ridge, Mendocino County, California, US",39.3314043,-123.3043958
"Chelan County, Washington Other, Washington, US",nan,nan
"Pisatis, Greece",nan,nan
"Ghemme, Piedmont, Italy",45.2680083,8.3528941
"Südsteiermark, Austria",46.774124,15.667152141167598
"Fiano di Avellino, Southern Italy, Italy",nan,nan
"Montecucco, Tuscany, Italy",43.7387516,11.385991
"Heathcote, Victoria, Australia",-36.9160908,144.7033003
"$50,Buy Now",nan,nan
"Nelson, New Zealand",-41.2710849,173.2836756
"Valdadige, Veneto, Italy",45.6582406,10.9025042
"Alicante, Levante, Spain",38.53834915,-0.13556914265939943
"Tuscany, Tuscany, Italy",43.7914419,11.2239577
"Béarn, Southwest France, France",nan,nan
"Puy de Dôme, Loire Valley, France",nan,nan
"Green Valley, Sonoma, California, US",38.444413,-122.913396
"Reuilly, Loire Valley, France",47.0851206,2.0434337
"Wagram, Austria",48.2432231,14.2311332
"Menfi, Sicily & Sardinia, Italy",nan,nan
"Touraine, Loire Valley, France",47.33672,1.13259
"San Martino della Battaglia, Veneto, Italy",nan,nan
"Campo de Borja, Northern Spain, Spain",nan,nan
"Epomeo, Southern Italy, Italy",nan,nan
"Jurançon, Southwest France, France",nan,nan
"Clairette de Bellegarde, Rhône Valley, France",nan,nan
"Corse Porto Vecchio, France",41.5918727,9.2810285
"Thermenregion, Austria",48.0463345,16.270762
"Chile, Chile",-31.7613365,-71.3187697
"Salina, Sicily & Sardinia, Italy",nan,nan
"Wiener Gemischter Satz, Austria",nan,nan
"Somontano, Northern Spain, Spain",nan,nan
"San Antonio, Chile",-33.5808615,-71.6132377
"Ohio, Ohio, US",39.8289719,-84.8024042
"Mornington Peninsula, Victoria, Australia",-38.243314999999996,145.08854316331724
"Famatina Valley, Other, Argentina",nan,nan
"Van Duzer Corridor, Willamette Valley, Oregon, US",nan,nan
"Chignin, France Other, France",nan,nan
"Grand Valley, Colorado, US",39.1057355,-108.585715
"Nagambie Lakes, Victoria, Australia",nan,nan
"Aloxe-Corton, Burgundy, France",nan,nan
"Fleurie, Beaujolais, France",46.193008500000005,4.697998397704916
"Colline Teatine, Central Italy, Italy",nan,nan
"Agrelo, Mendoza Province, Argentina",-34.5275497,-58.8024364
"Perdriel, Mendoza Province, Argentina",-34.4905052,-58.6758339
"Cairanne, Rhône Valley, France",nan,nan
"Lirac, Rhône Valley, France",nan,nan
"Murfatlar, Romania",44.1742796,28.4107956
"Verdicchio dei Castelli di Jesi Classico Superiore, Central Italy, Italy",nan,nan
"Drama, Greece",41.1499443,24.1468286
"Fort Ross-Seaview, Sonoma, California, US",38.5571348,-123.2644524
"Rockpile, Sonoma, California, US",38.717208,-123.051133
"Côte de Beaune, Burgundy, France",nan,nan
"Greece, Greece",38.9953683,21.9877132
"Nevada County, Sierra Foothills, California, US",nan,nan
"Salta, Other, Argentina",nan,nan
"Côtes du Roussillon Villages, Languedoc-Roussillon, France",nan,nan
"Colli della Toscana Centrale, Tuscany, Italy",nan,nan
"Graves de Vayres, Bordeaux, France",nan,nan
"Mâcon-Fuissé, Burgundy, France",nan,nan
"Riviera del Garda Bresciano, Lombardy, Italy",45.6439483,10.5560589
"Estremadura, Portugal",39.5493629,-8.9798683
"Bardolino Chiaretto, Veneto, Italy",nan,nan
"Saint-Romain, Burgundy, France",nan,nan
"Terras do Dão, Portugal",38.3891509,-28.2285702
"Languedoc, Languedoc-Roussillon, France",nan,nan
"Condrieu, Rhône Valley, France",nan,nan
"Juliénas, Beaujolais, France",46.2388774,4.7162347
"Montefalco Sagrantino, Central Italy, Italy",nan,nan
"Clos de Vougeot, Burgundy, France",nan,nan
"$30,Buy Now",nan,nan
"Valpolicella Ripasso Classico, Veneto, Italy",nan,nan
"$13,Buy Now",nan,nan
"Suisun Valley, North Coast, California, US",nan,nan
"Ribera del Júcar, Central Spain, Spain",nan,nan
"Savennières-Coulée de Serrant, Loire Valley, France",nan,nan
"Penedès, Catalonia, Spain",41.1925361,1.5914818
"Valpolicella Classico, Veneto, Italy",nan,nan
"New Mexico, New Mexico, US",35.212870949999996,-106.71324849574629
"Napa County-Sonoma County, Napa-Sonoma, California, US",nan,nan
"Salice Salentino, Southern Italy, Italy",nan,nan
"Molise, Southern Italy, Italy",nan,nan
"Monferrato, Piedmont, Italy",45.0233901,8.3345031
"Guenoc Valley, Lake County, California, US",nan,nan
"Lake County, California, US",39.0505411,-122.7776556
"Muscadet Côtes de Grandlieu, Loire Valley, France",nan,nan
"Empordà, Northern Spain, Spain",nan,nan
"Vin de Pays de Vaucluse, Rhône Valley, France",nan,nan
"Rio Claro, Chile",-30.1109168,-70.4936696
"Württemberg, Germany",48.3366504,9.0994058
"Vin Santo di Montepulciano, Tuscany, Italy",nan,nan
"Cole Ranch, Mendocino County, California, US",nan,nan
"Eden Valley, South Australia, Australia",-34.6666979,139.12996486291587
"Pennsylvania, Pennsylvania, US",39.9493382,-75.18964402998125
"Lacryma Christi del Vesuvio, Southern Italy, Italy",nan,nan
"Eloro, Sicily & Sardinia, Italy",nan,nan
"McLaren Vale-Adelaide Hills, South Australia, Australia",nan,nan
"Lessini Durello, Veneto, Italy",nan,nan
"Maremma Toscana, Tuscany, Italy",42.6303496,11.109500030899984
"Oak Knoll District, Napa, California, US",nan,nan
"Val di Cornia Suvereto, Tuscany, Italy",43.0513736,10.6516286
"San Francisco Bay, Central Coast, California, US",nan,nan
"Vosne-Romanée, Burgundy, France",nan,nan
"Barossa Valley-Clare Valley, South Australia, Australia",nan,nan
"Clarendon, South Australia, Australia",-35.1092718,138.6293077
"Lazio, Central Italy, Italy",nan,nan
"San Benito, Central Coast, California, US",nan,nan
"Itata Valley, Chile",nan,nan
"Calchaquí Valley, Other, Argentina",nan,nan
"Ramona Valley, South Coast, California, US",nan,nan
"Austria, Austria",47.59397,14.12456
"Mokelumne River, Central Valley, California, US",nan,nan
"Contea di Sclafani, Sicily & Sardinia, Italy",nan,nan
"Simonsberg-Stellenbosch, South Africa",-33.883948,18.9271246
"Naches Heights, Columbia Valley, Washington, US",nan,nan
"Pernand-Vergelesses, Burgundy, France",nan,nan
"Minho, Portugal",41.8803257,-8.523255293554344
"Basilicata, Southern Italy, Italy",nan,nan
"Gisborne, New Zealand",-38.661326,178.0206487
"Catalunya, Catalonia, Spain",41.3875716,2.1695044
"Landes, Southwest France, France",43.6714069,-1.3906559
"Lontué Valley, Chile",nan,nan
"Collines Rhôdaniennes, Rhône Valley, France",nan,nan
"Macon-Verge, Burgundy, France",nan,nan
"Friuli Venezia Giulia, Northeastern Italy, Italy",nan,nan
"Corse, France",42.188089649999995,9.068413771427695
"Humboldt County, North Coast, California, US",nan,nan
"Anjou Villages Brissac, Loire Valley, France",nan,nan
"Malibu Coast, South Coast, California, US",nan,nan
"Columbia Gorge (WA), Washington Other, Washington, US",nan,nan
"Ile de Beauté, France",48.1718972,2.2561863
"Chianti Colli Fiorentini, Tuscany, Italy",nan,nan
"Saint-Amour, Beaujolais, France",46.24198,4.746882
"Nuragus di Cagliari, Sicily & Sardinia, Italy",nan,nan
"Cienega Valley, Central Coast, California, US",nan,nan
"El Dorado County, Sierra Foothills, California, US",nan,nan
"Italy, Italy Other, Italy",nan,nan
"Argentina, Other, Argentina",nan,nan
"Savennières, Loire Valley, France",nan,nan
"Cucamonga Valley, South Coast, California, US",nan,nan
"Frascati Superiore, Central Italy, Italy",nan,nan
"Beiras, Portugal",40.81075705,-7.492524331590008
"Montsant, Catalonia, Spain",41.1171253,1.211005
"Saint-Croix-du-Mont, Bordeaux, France",nan,nan
"Peloponnese, Greece",37.36332825,22.239537343995494
"Sannio, Southern Italy, Italy",nan,nan
"Paicines, Central Coast, California, US",nan,nan
"Chiles Valley, Napa, California, US",38.5690433,-122.3906201
"Fara, Piedmont, Italy",nan,nan
"Lake Chelan, Columbia Valley, Washington, US",nan,nan
"Ben Lomond Mountain, Central Coast, California, US",nan,nan
"Paestum, Southern Italy, Italy",nan,nan
"Vinos de Madrid, Central Spain, Spain",nan,nan
"Yecla, Levante, Spain",nan,nan
"Samson, Israel",31.9261866,34.8640185
"Chianti Rufina, Tuscany, Italy",nan,nan
"Los Olivos District, Central Coast, California, US",nan,nan
"Ribatejano, Portugal",nan,nan
"Moulis-en-Médoc, Bordeaux, France",nan,nan
"$19,Buy Now",nan,nan
"Friuli Isonzo, Northeastern Italy, Italy",nan,nan
"Crete, Greece",35.308495199999996,24.46334231842296
"Capay Valley, Central Valley, California, US",nan,nan
"Sangiovese di Romagna Superiore, Central Italy, Italy",nan,nan
"Villamagna, Central Italy, Italy",nan,nan
"Jurançon Sec, Southwest France, France",nan,nan
"Gattinara, Piedmont, Italy",nan,nan
"Lime Kiln Valley, Central Coast, California, US",nan,nan
"Montagny, Burgundy, France",nan,nan
"Laudun, Rhône Valley, France",nan,nan
"Saumur-Champigny, Loire Valley, France",nan,nan
"San Antonio-Maipo Valley, Chile",nan,nan
"Muscat of Kefallonian, Greece",nan,nan
"Rosé de Loire, Loire Valley, France",46.9392734,1.9989783
"Coonawarra, South Australia, Australia",-37.2909105,140.8346628
"Great Western, Victoria, Australia",-37.1505747,142.8487198
"Asolo Prosecco Superiore, Veneto, Italy",nan,nan
"Côte Rôtie, Rhône Valley, France",nan,nan
"Calabria, Southern Italy, Italy",nan,nan
"Galluccio, Southern Italy, Italy",nan,nan
"Prosecco Superiore di Cartizze, Veneto, Italy",nan,nan
"Anjou, Loire Valley, France",48.745103,1.3577341716644256
"Málaga, Andalucia, Spain",36.7213028,-4.4216366
"Lambrusco di Sorbara, Central Italy, Italy",nan,nan
"San Diego County, South Coast, California, US",nan,nan
"Langhorne Creek, South Australia, Australia",-35.295938,139.0364451
"South Africa, South Africa",-28.8166236,24.991639
"Comté Tolosan, Southwest France, France",nan,nan
"Verdicchio di Matelica, Central Italy, Italy",nan,nan
"Vin de Pays de l'Ile de Beauté, France",nan,nan
"Bienvenues Bâtard-Montrachet, Burgundy, France",nan,nan
"Napa County, Napa, California, US",38.2971367,-122.2855293
"Mâcon-Davayé, Burgundy, France",nan,nan
"Orvieto Classico, Central Italy, Italy",nan,nan
"Monica di Sardegna, Sicily & Sardinia, Italy",nan,nan
"Côtes de Bergerac, Southwest France, France",nan,nan
"Taburno, Southern Italy, Italy",nan,nan
"Peumo, Chile",-34.3959163,-71.1694264
"Chambertin, Burgundy, France",nan,nan
"Vinsobres, Rhône Valley, France",nan,nan
"Cauquenes Valley, Chile",nan,nan
"Isola dei Nuraghi, Sicily & Sardinia, Italy",nan,nan
"Minervois La Liviniere, Languedoc-Roussillon, France",nan,nan
"Cheverny, Loire Valley, France",47.4996989,1.4611064
"Madeira, Portugal",32.751748750000004,-16.981752048847362
"Naoussa, Greece",40.6308695,22.0704126
"Amarone della Valpolicella Valpantena, Veneto, Italy",nan,nan
"Chiroubles, Beaujolais, France",46.1892965,4.628457363636368
"Crémant de Loire, Loire Valley, France",nan,nan
"Fixin, Burgundy, France",nan,nan
"Frankland River, Western Australia, Australia",-34.3607322,117.0801807
"Premieres Côtes de Blaye, Bordeaux, France",nan,nan
"Saumur, Loire Valley, France",47.2637887,-0.0710683341397409
"Ruché di Castagnole Monferrato, Piedmont, Italy",nan,nan
"Mudgee, New South Wales, Australia",-32.5980702,149.5886383
"Alto Adige Valle Isarco, Northeastern Italy, Italy",nan,nan
"Clos Saint-Denis, Burgundy, France",nan,nan
"Neusiedlersee, Austria",47.93051975,16.83266656850715
"Savennières-Roche-Aux-Moines, Loire Valley, France",nan,nan
"Atlantique, France Other, France",nan,nan
"Algarve, Portugal",37.2454248,-8.150925273079235
"Waiheke Island, New Zealand",-36.79310825,175.08838633700123
"Eilandia, South Africa",nan,nan
"Petit Chablis, Burgundy, France",nan,nan
"Gioia del Colle, Southern Italy, Italy",nan,nan
"Kumeu, New Zealand",-36.7753095,174.5546604
"Cephalonia, Greece",38.2379344,20.560883
"Hemel en Aarde, South Africa",-34.4115921,19.206177681612516
"Eger, Hungary",47.8989887,20.3743665
"Clear Lake, Lake County, California, US",39.0319478,-122.79947762463578
"Vino de la Tierra Ribera del Gállego-Cinco Villas, Northern Spain, Spain",nan,nan
"Var, Provence, France",43.4173592,6.2664620128919
"Yamhill County, Willamette Valley, Oregon, US",nan,nan
"Costa d'Amalfi, Southern Italy, Italy",nan,nan
"Piedmont, Italy",45.060735,7.923549
"Côtes du Roussillon Les Aspres, Languedoc-Roussillon, France",nan,nan
"Sant'Antimo, Tuscany, Italy",42.9778888,11.2998783
"Muscadet, Loire Valley, France",nan,nan
"Rosso di Montepulciano, Tuscany, Italy",nan,nan
"Touraine Chenonceaux, Loire Valley, France",nan,nan
"Spain, Spain Other, Spain",nan,nan
"Steiermark, Austria",47.2500001,15.1666665
"Mount Harlan, Central Coast, California, US",nan,nan
"Marca Trevigiana, Veneto, Italy",45.8772998,12.3025319
"Alenquer, Portugal",39.056633,-9.0076057
"Verdicchio dei Castelli di Jesi, Central Italy, Italy",nan,nan
"South Island, New Zealand",-43.586562,171.21232939964904
"Arizona, Arizona, US",33.461066599999995,-112.0765637203252
"Copertino, Southern Italy, Italy",nan,nan
"Langhe, Piedmont, Italy",nan,nan
"Sforzato di Valtellina, Lombardy, Italy",nan,nan
"Orange, New South Wales, Australia",-33.2820463,149.0971567
"Pouilly-Loché, Burgundy, France",nan,nan
"Colli Euganei, Veneto, Italy",45.226734,11.6638662
"Borden Ranch, Central Valley, California, US",nan,nan
"Contessa Entellina, Sicily & Sardinia, Italy",nan,nan
"$22,Buy Now",nan,nan
"Côtes du Rhône Villages Sablet, Rhône Valley, France",nan,nan
"Pouilly-sur-Loire, Loire Valley, France",47.39465915,3.181834892865826
"Vin de Liqueur, France Other, France",nan,nan
"Coteaux du Layon Chaume, Loire Valley, France",nan,nan
"Canon-Fronsac, Bordeaux, France",nan,nan
"Recas, Romania",45.8017074,21.5092923
"Grand River Valley, Ohio, US",nan,nan
"Côtes de Castillon, Bordeaux, France",nan,nan
"Western Australia, Western Australia, Australia",-32.3581441,115.7884741
"Teroldego Rotaliano, Northeastern Italy, Italy",nan,nan
"Lot, Southwest France, France",44.9215183,-93.3291007
"Bordeaux Clairet, Bordeaux, France",nan,nan
"Alghero, Sicily & Sardinia, Italy",nan,nan
"Apalta, Chile",-34.3392193,-70.868125
"Premieres Côtes de Bordeaux, Bordeaux, France",44.7790343,-0.461452
"Calatayud, Northern Spain, Spain",nan,nan
"Almansa, Central Spain, Spain",41.6619449,-0.8990124
"Savuto, Southern Italy, Italy",nan,nan
"Mâcon-Vergisson, Burgundy, France",nan,nan
"Uclés, Central Spain, Spain",nan,nan
"$36,Buy Now",nan,nan
"Alta Mesa, Central Valley, California, US",nan,nan
"Beotia, Greece",38.35744775,23.11012390870053
"Mâcon La Roche Vineuse, Burgundy, France",nan,nan
"Cerasuolo di Vittoria, Sicily & Sardinia, Italy",nan,nan
"Buin, Chile",-33.7319741,-70.7419619
"San Carlos, Mendoza Province, Argentina",-38.9663473,-68.0411662
"Prosecco Treviso, Veneto, Italy",45.8991307,12.1004226
"Terre del Volturno, Southern Italy, Italy",nan,nan
"Maryland, Maryland, US",39.5371348,-76.3427565
"Sonoma County-Monterey County-Santa Barbara County, California Other, California, US",nan,nan
"Terra Alta, Catalonia, Spain",41.027352300000004,0.4105997375190444
"Rasteau, Rhône Valley, France",nan,nan
"Evia, Greece",38.49417235,23.91108439913793
"Saint-Mont, Southwest France, France",nan,nan
"Vittoria, Sicily & Sardinia, Italy",nan,nan
"Blanc Fumé de Pouilly, Loire Valley, France",nan,nan
"Dolcetto di Dogliani, Piedmont, Italy",nan,nan
"Lambrusco dell'Emilia, Central Italy, Italy",nan,nan
"Central Victoria, Victoria, Australia",-37.8099342,144.9624678
"Gualtallary, Mendoza Province, Argentina",nan,nan
"Setubal, Portugal",38.5241783,-8.8932341
"Mt. Harlan, Central Coast, California, US",nan,nan
"Duriense, Portugal",38.7319127,-9.1500843
"Ribatejo, Portugal",41.1828303,-8.6464755
"South Africa",-28.8166236,24.991639
"Côtes du Tarn, Southwest France, France",nan,nan
"Aconcagua Costa, Chile",-41.3232343,-72.9801854
"Valpolicella Ripasso Valpantena, Veneto, Italy",nan,nan
"Vin de Pays du Comté Tolosan, Southwest France, France",nan,nan
"Orcia, Tuscany, Italy",43.0201424,11.6088904
"Valpolicella Valpantena, Veneto, Italy",nan,nan
"Morey-Saint-Denis, Burgundy, France",nan,nan
"Minervois, Languedoc-Roussillon, France",nan,nan
"Mediterranée, France Other, France",nan,nan
"Côtes du Rhône Villages Visan, Rhône Valley, France",nan,nan
"Madrid, Central Spain, Spain",nan,nan
"Piave, Veneto, Italy",45.8547626,12.0140152
"Puisseguin Saint-Émilion, Bordeaux, France",nan,nan
"Alta Valle della Greve, Tuscany, Italy",nan,nan
"Carmignano, Tuscany, Italy",43.8140654,11.0190297
"Spata, Greece",37.9632521,23.9145705
"La Clape, Languedoc-Roussillon, France",nan,nan
"Padthaway, South Australia, Australia",-36.5860356,140.52187338228197
"Chambertin Clos de Bèze, Burgundy, France",nan,nan
"Verdicchio dei Castelli di Jesi Classico, Central Italy, Italy",nan,nan
"Aglianico del Taburno, Southern Italy, Italy",nan,nan
"Colli di Conegliano, Veneto, Italy",45.8934895,12.2761804
"Friuli Aquileia, Northeastern Italy, Italy",nan,nan
"Colline Pescaresi, Central Italy, Italy",nan,nan
"Vinho Espumante de Qualidade, Portugal",nan,nan
"Roero Superiore, Piedmont, Italy",nan,nan
"Monterrei, Galicia, Spain",41.9467657,-7.4491474
"Southern Italy, Italy",37.3299203,-121.902496
"Ahr, Germany",50.4728741,6.9477258
"Marche, Central Italy, Italy",nan,nan
"Sonoma County-Napa County, Napa-Sonoma, California, US",38.168540300000004,-122.3306377262485
"Petaluma Gap, Sonoma, California, US",nan,nan
"Colline Novaresi, Piedmont, Italy",nan,nan
"Napa-Carneros, Napa, California, US",nan,nan
"Cape Point, South Africa",-34.3573947,18.4977883
"Loncomilla Valley, Chile",nan,nan
"Placer County, Sierra Foothills, California, US",nan,nan
"Barco Reale di Carmignano, Tuscany, Italy",43.8139111,11.019155
"Wairau Valley, New Zealand",-41.5635411,173.5314071
"Alta Langa, Piedmont, Italy",nan,nan
"Villány, Hungary",45.8697644,18.4555208
"Coteaux du Verdon, Provence, France",nan,nan
"$15,Buy Now",nan,nan
"Beaujolais Blanc, Beaujolais, France",nan,nan
"Valpolicella Ripasso, Veneto, Italy",nan,nan
"Erbaluce di Caluso, Piedmont, Italy",nan,nan
"Colchagua Costa, Chile",nan,nan
"McDowell Valley, Mendocino County, California, US",38.96498835,-123.09788632335957
"Tulum Valley, Other, Argentina",nan,nan
"Bourgogne Aligoté, Burgundy, France",nan,nan
"Corton-Charlemagne, Burgundy, France",nan,nan
"Israel, Israel",31.5313113,34.8667654
"Ribeiro, Galicia, Spain",42.31990645,-8.152266856014716
"Sonoma, Sonoma, California, US",38.2866265,-122.43412263425901
"Corton-Bressandes, Burgundy, France",nan,nan
"Fitou, Languedoc-Roussillon, France",nan,nan
"Santa Barbara, Central Coast, California, US",nan,nan
"Vin de Table Francais, France Other, France",nan,nan
"Piedmont, Piedmont, Italy",nan,nan
"Vermentino di Toscana, Tuscany, Italy",nan,nan
"New Zealand, New Zealand",-41.5000831,172.8344077
"Curtefranca, Lombardy, Italy",nan,nan
"Bergerac Rosé, Southwest France, France",nan,nan
"Valdobbiadene Prosecco, Veneto, Italy",nan,nan
"Tasmania, Tasmania, Australia",-41.174881549999995,146.5062826044288
"King Valley, Victoria, Australia",-36.694793,146.4082840631994
"Gravina, Southern Italy, Italy",nan,nan
"Corinth, Greece",37.9386936,22.9280447
"Ramandolo, Northeastern Italy, Italy",nan,nan
"Mátra, Hungary",47.8857587,19.950719085708563
"Germany, Germany",51.0834196,10.4234469
"Napa-Sonoma, Napa-Sonoma, California, US",nan,nan
"Colinele Dobrogei, Romania",nan,nan
"Montlouis-sur-Loire, Loire Valley, France",47.3881023,0.8269289
"Vino de la Tierra de Cádiz, Andalucia, Spain",nan,nan
"Vino de Mesa, Spain Other, Spain",nan,nan
"$14,Buy Now",nan,nan
"Garda, Northeastern Italy, Italy",nan,nan
"Riverland, South Australia, Australia",-34.0238625,140.77468455914368
"Barbera d'Asti Superiore Nizza, Piedmont, Italy",nan,nan
"Texas High Plains, Texas, US",nan,nan
"Cirò, Southern Italy, Italy",nan,nan
"Barbera d'Alba Superiore, Piedmont, Italy",nan,nan
"Vigneti delle Dolomiti, Northeastern Italy, Italy",nan,nan
"Savigny-lès-Beaune, Burgundy, France",nan,nan
"Sonoma-Mendocino, North Coast, California, US",nan,nan
"Bourgogne Hautes Côtes de Beaune, Burgundy, France",nan,nan
"Beaujolais Rosé, Beaujolais, France",46.1623511,4.7159424
"Pla de Bages, Catalonia, Spain",41.7785429,1.8904077
"East Coast, New Zealand",-38.1532287,178.1367523749267
"Vino de la Tierra de Castelló, Levante, Spain",nan,nan
"Burgundy, Burgundy, France",nan,nan
"Simonsberg-Paarl, South Africa",nan,nan
"Pedernal Valley, Other, Argentina",nan,nan
"Upper Hemel en Aarde Valley, South Africa",nan,nan
"Bergerac Sec, Southwest France, France",nan,nan
"Mâcon-Lugny, Burgundy, France",nan,nan
"Custoza, Veneto, Italy",45.3764733,10.7959337
"Sonoita, Arizona, US",31.6723455,-110.66195553057366
"Valle d'Aosta, Northwestern Italy, Italy",nan,nan
"Montefalco Rosso, Central Italy, Italy",nan,nan
"Portugal, Portugal",40.0332629,-7.8896263
"Alto Valle del Río Negro, Other, Argentina",nan,nan
"Zonda Valley, Other, Argentina",nan,nan
"Sonoma-Napa, Napa-Sonoma, California, US",38.168540300000004,-122.3306377262485
"Mount Athos, Greece",40.1584294,24.3269844
"Breganze, Veneto, Italy",45.7081441,11.5647668
"Latricières-Chambertin, Burgundy, France",nan,nan
"Echézeaux, Burgundy, France",nan,nan
"Côtes du Rhône Villages Plan de Dieu, Rhône Valley, France",nan,nan
"Roero Arneis, Piedmont, Italy",nan,nan
"Wellington, South Africa",-33.643055,19.010556
"Alpilles, Provence, France",43.7094104,5.2095025
"Lolol Valley, Chile",nan,nan
"Cadillac, Bordeaux, France",44.9478909,-0.5569397
"Romagna, Central Italy, Italy",nan,nan
"San Luis Obispo, Central Coast, California, US",nan,nan
"Bonnezeaux, Loire Valley, France",nan,nan
"Alella, Catalonia, Spain",41.4952867,2.2942758
"Colli di Luni, Northwestern Italy, Italy",nan,nan
"$89,Buy Now",nan,nan
"Falerio, Central Italy, Italy",nan,nan
"Vermentino di Gallura, Sicily & Sardinia, Italy",nan,nan
"Asti, Piedmont, Italy",44.7605629,8.2998538
"Monferrato Bianco, Piedmont, Italy",nan,nan
"Cesanese del Piglio, Central Italy, Italy",nan,nan
"Tarragona, Catalonia, Spain",41.1172364,1.2546057
"Aglianico d'Irpinia, Southern Italy, Italy",nan,nan
"Vulkanland Steiermark, Austria",47.0499857,16.078031
"Donauland, Austria",47.7095043,16.0211773
"Vin de Savoie, France Other, France",nan,nan
"Bonnes-Mares, Burgundy, France",nan,nan
"Clare Valley-Coonawarra, South Australia, Australia",nan,nan
"Styria, Austria",47.2500001,15.1666665
"Côte de Nuits-Villages, Burgundy, France",nan,nan
"Campi Flegrei, Southern Italy, Italy",nan,nan
"Lenswood, South Australia, Australia",-34.920215,138.8284007
"$27,Buy Now",nan,nan
"Faugères, Languedoc-Roussillon, France",nan,nan
"Côtes du Rhône Villages Signargues, Rhône Valley, France",nan,nan
"Vin de Pays du Jardin de la France, Loire Valley, France",nan,nan
"Sardinia, Sicily & Sardinia, Italy",39.2564254,9.0600276
"Valdobbiadene Superiore di Cartizze, Veneto, Italy",nan,nan
"Givry, Burgundy, France",nan,nan
"Michigan, Michigan, US",42.33136,-83.0520837
"Messinia, Greece",37.043788,22.113446177614726
"Marcillac, Southwest France, France",nan,nan
"Soave Superiore, Veneto, Italy",nan,nan
"Massachusetts, Massachusetts, US",42.3582393,-71.09663495185691
"Prosecco del Veneto, Veneto, Italy",45.8991307,12.1004226
"Chianti Montespertoli, Tuscany, Italy",nan,nan
"Vino Rosso d'Italia, Italy Other, Italy",nan,nan
"$11,Buy Now",nan,nan
"Viile Carasului, Romania",nan,nan
"Südoststeiermark, Austria",46.85967165,15.850364747446001
"Adelaide Plains, South Australia, Australia",-34.512009500000005,138.44268852404895
"Awatere Valley, New Zealand",-41.8739275,173.6603838
"Neusiedlersee-Hügelland, Austria",nan,nan
"Patrimonio, France",42.7007387,9.3645244
"Saint-Georges-Saint-Émilion, Bordeaux, France",nan,nan
"Venezia, Veneto, Italy",45.4371908,12.3345898
"Côtes de Provence La Londe, Provence, France",nan,nan
"Vin de Pays de L'Aude, Languedoc-Roussillon, France",nan,nan
"River Junction, Central Valley, California, US",nan,nan
"Sainte-Foy Côtes de Bordeaux, Bordeaux, France",nan,nan
"Anjou Villages, Loire Valley, France",nan,nan
"Ladoix, Burgundy, France",nan,nan
"Tualatin Hills, Willamette Valley, Oregon, US",nan,nan
"Picpoul de Pinet, Languedoc-Roussillon, France",nan,nan
"Rully, Burgundy, France",nan,nan
"Sierra Pelona Valley, South Coast, California, US",nan,nan
"Patras, Greece",38.246242,21.7350847
"$34,Buy Now",nan,nan
"St.-Romain, Burgundy, France",nan,nan
"Carignano del Sulcis, Sicily & Sardinia, Italy",nan,nan
"Monreale, Sicily & Sardinia, Italy",nan,nan
"Trás-os-Montes, Portugal",41.59298595,-6.7288269232895885
"Marchigue, Chile",-34.400088,-71.6182815
"York Mountain, Central Coast, California, US",nan,nan
"Mâcon-Charnay, Burgundy, France",nan,nan
"Neuquén, Other, Argentina",-38.9521083,-68.2279436
"Vin de Pays du Val de Loire, Loire Valley, France",nan,nan
"Ardèche, Rhône Valley, France",nan,nan
"Offida Passerina, Central Italy, Italy",nan,nan
"Österreichischer Perlwein, Austria",nan,nan
"New Jersey, New Jersey, US",40.0192445,-74.81923825
"Vin de Pays des Côtes de Gascogne, Southwest France, France",nan,nan
"The Hamptons, Long Island, Long Island, New York, US",nan,nan
"Coteaux du Vendômois, Loire Valley, France",nan,nan
"Bâtard-Montrachet, Burgundy, France",nan,nan
"McLaren Vale-Langhorne Creek, South Australia, Australia",nan,nan
"Colli del Limbara, Sicily & Sardinia, Italy",nan,nan
"Worcester, South Africa",-33.646238,19.445927
"Minnesota, Minnesota, US",44.9116487,-92.9032915
"Lambrusco Reggiano, Central Italy, Italy",nan,nan
"Todi, Central Italy, Italy",nan,nan
"Cederberg, South Africa",-32.5005556,19.2569444
"Goulburn Valley, Victoria, Australia",-36.3262168,145.41328181040257
"Coteaux du Layon Saint Aubin, Loire Valley, France",nan,nan
